hid,buildyear,type,price,planno
2613,1932,Brick and Wood,388777,3
2614,2003,Wood,152119,4
2615,2004,Brick,314104,4
2616,1932,Brick and Wood,235601,4
2617,1940,Brick and Wood,371674,4
2618,2006,Brick,67959,3
2619,2007,Brick,230386,3
2620,1980,Brick and Wood,82807,4
2621,1998,Brick and Wood,212928,4
2622,2009,Brick and Wood,324799,4
2623,1932,Brick,330667,4
2624,1997,Wood,486146,4
2625,1975,Wood,495330,3
2626,1956,Brick and Wood,100120,3
2627,1982,Brick,160983,4
2628,1962,Brick and Wood,261645,3
2629,1969,Brick and Wood,151868,4
2630,1973,Brick,492341,4
2631,1956,Wood,115336,3
2632,1990,Brick and Wood,256826,3
2633,1976,Wood,446704,4
2634,1995,Brick,188533,3
2635,1956,Wood,118721,3
2636,1956,Brick,392248,4
2637,2006,Wood,431297,4
2638,1982,Brick and Wood,481617,4
2639,2003,Wood,392119,3
2640,1938,Brick,224191,4
2641,1964,Wood,275841,3
2642,2015,Wood,219259,4
2643,2002,Brick and Wood,76917,4
2644,2006,Brick,54621,4
2645,1989,Brick,415523,4
2646,1931,Brick and Wood,474698,3
2647,2011,Brick,63829,4
2648,1989,Brick,36388,4
2649,1955,Brick,327107,4
2650,1932,Brick,291113,3
2651,1937,Brick and Wood,137176,4
2652,1994,Brick and Wood,231085,4
2653,1972,Brick,473621,4
2654,1930,Wood,69469,4
2655,2009,Wood,354630,3
2656,2006,Brick,406029,4
2657,1965,Brick,331536,4
2658,2003,Brick,137606,4
2659,1937,Brick,201962,3
2660,1951,Brick and Wood,376965,3
2661,1994,Brick and Wood,370697,4
2662,1965,Brick,301036,3
2663,1935,Brick and Wood,296261,4
2664,1982,Wood,416757,4
2665,1975,Wood,211467,4
2666,2012,Brick and Wood,137783,3
2667,2003,Brick,88387,3
2668,1988,Wood,358579,3
2669,1993,Wood,99718,3
2670,1980,Brick and Wood,52386,4
2671,1948,Wood,66599,3
2672,1957,Wood,324682,3
2673,1945,Brick and Wood,72330,3
2674,1983,Brick and Wood,434213,4
2675,1951,Brick,276770,3
2676,1942,Brick and Wood,182806,4
2677,1990,Brick,202008,4
2678,1987,Brick,428519,3
2679,1988,Brick and Wood,284111,4
2680,1964,Brick and Wood,448501,3
2681,2006,Wood,417734,3
2682,1966,Brick and Wood,226992,4
2683,1962,Brick,177016,4
2684,1954,Wood,393967,3
2685,1954,Brick,142804,4
2686,1973,Brick and Wood,381597,4
2687,1937,Brick and Wood,51384,3
2688,1953,Wood,209251,4
2689,1932,Brick,373426,4
2690,1948,Brick and Wood,165030,3
2691,1947,Wood,81082,4
2692,1935,Wood,388737,4
2693,1981,Brick and Wood,493728,3
2694,1930,Brick and Wood,233347,3
2695,1960,Brick and Wood,47657,4
2696,1977,Brick,166330,3
2697,1958,Brick,44694,3
2698,2010,Wood,88374,4
2699,1962,Brick,170371,4
2700,1954,Brick,137297,4
2701,1989,Brick and Wood,302581,4
2702,1984,Wood,287574,4
2703,2003,Brick,43564,3
2704,1952,Brick,310531,4
2705,1933,Brick,39034,4
2706,1947,Wood,278222,3
2707,2005,Brick and Wood,79224,3
2708,1934,Wood,318259,3
2709,1992,Wood,296412,3
2710,1983,Brick and Wood,308339,3
2711,1995,Wood,160574,3
2712,1937,Wood,383324,3
2713,1946,Wood,195815,3
2714,1941,Brick,136870,4
2715,1986,Brick and Wood,309915,3
2716,2011,Brick and Wood,75503,4
2717,1990,Brick and Wood,280404,4
2718,1988,Brick,86880,3
2719,2015,Brick,300490,3
2720,1992,Brick and Wood,51869,4
2721,1968,Brick,207478,4
2722,1945,Wood,440561,3
2723,1992,Wood,69338,4
2724,1996,Wood,329382,4
2725,1933,Wood,296234,4
2726,1976,Brick,214388,4
2727,1957,Brick and Wood,257300,3
2728,1933,Brick and Wood,153657,3
2729,1966,Brick,265262,3
2730,2016,Wood,303205,3
2731,2005,Wood,397501,3
2732,2001,Brick,137124,4
2733,2003,Brick and Wood,329860,3
2734,1975,Brick and Wood,300327,3
2735,1976,Brick,339745,3
2736,1970,Brick and Wood,306739,4
2737,1986,Brick and Wood,373882,3
2738,1965,Brick and Wood,246071,3
2739,1983,Wood,350736,3
2740,1970,Wood,184916,3
2741,1991,Brick,50853,3
2742,1933,Brick,57628,4
2743,1961,Wood,226694,3
2744,1944,Brick,60469,4
2745,1949,Wood,61685,3
2746,1983,Brick,436358,4
2747,2012,Wood,396011,3
2748,1930,Wood,40962,4
2749,1954,Brick and Wood,63579,4
2750,1935,Wood,90647,4
2751,1973,Brick,458986,4
2752,1973,Brick and Wood,427904,4
2753,1990,Wood,247513,4
2754,1949,Brick and Wood,299218,3
2755,1962,Brick,200569,4
2756,1985,Brick,281858,4
2757,1995,Wood,242346,3
2758,1937,Wood,421753,3
2759,1980,Wood,233328,3
2760,1972,Brick and Wood,171575,4
2761,1937,Wood,65372,3
2762,1989,Brick,489429,4
2763,1978,Brick and Wood,165902,3
2764,1982,Brick and Wood,287870,4
2765,1990,Brick and Wood,294312,3
2766,1943,Brick and Wood,157765,3
2767,1971,Brick and Wood,305237,4
2768,1964,Wood,484142,3
2769,1971,Brick and Wood,288416,4
2770,1977,Brick and Wood,487481,4
2771,1949,Brick and Wood,107911,3
2772,1961,Wood,101637,3
2773,1966,Wood,332808,3
2774,1986,Brick,271400,3
2775,1972,Wood,417536,3
2776,2013,Brick and Wood,382351,4
2777,1989,Wood,314540,4
2778,1952,Brick,164473,4
2779,1942,Brick and Wood,292720,4
2780,2009,Brick,436328,3
2781,1963,Wood,445914,4
2782,2005,Wood,424839,4
2783,1966,Wood,203361,3
2784,1980,Brick and Wood,375702,4
2785,1971,Brick and Wood,100154,3
2786,1950,Brick,206318,4
2787,1983,Brick,357647,4
2788,1998,Brick,491054,4
2789,1967,Wood,326509,3
2790,1930,Brick and Wood,316816,3
2791,1982,Brick and Wood,294124,3
2792,1940,Brick,160789,3
2793,2007,Brick and Wood,239378,4
2794,1954,Brick and Wood,86574,3
2795,2010,Brick and Wood,339727,4
2796,1939,Brick,236085,3
2797,1979,Brick and Wood,276845,3
2798,1955,Brick,80442,4
2799,1954,Brick and Wood,282617,4
2800,2007,Brick,482780,4
2801,1939,Brick,362587,3
2802,1980,Wood,111808,4
2803,1962,Wood,294866,4
2804,1981,Brick and Wood,172644,4
2805,1967,Wood,85232,4
2806,1946,Wood,87207,3
2807,1992,Brick,163124,3
2808,1953,Brick and Wood,34875,3
2809,1987,Wood,218883,3
2810,2009,Brick and Wood,280084,3
2811,1981,Brick,286069,4
2812,1997,Wood,178664,3
2813,1991,Wood,214309,4
2814,2003,Wood,143663,4
2815,1993,Wood,381610,3
2816,1987,Brick and Wood,427062,4
2817,1985,Brick and Wood,448476,3
2818,1986,Brick and Wood,345358,4
2819,2015,Brick and Wood,263596,3
2820,2009,Wood,207974,3
2821,1964,Brick and Wood,474794,4
2822,1961,Wood,255576,4
2823,1933,Brick and Wood,321152,3
2824,2007,Brick,380079,4
2825,1997,Brick and Wood,225474,4
2826,1999,Brick,392374,3
2827,1991,Brick and Wood,354825,3
2828,1983,Brick and Wood,290126,3
2829,1939,Wood,171545,3
2830,1973,Brick and Wood,108966,4
2831,1952,Wood,441149,4
2832,1973,Wood,56102,3
2833,2001,Brick and Wood,201889,3
2834,1956,Wood,78460,4
2835,1963,Brick and Wood,277028,4
2836,2005,Brick,119105,3
2837,1968,Brick,78995,4
2838,1962,Brick,464943,3
2839,2012,Brick,409881,4
2840,1971,Wood,478231,4
2841,1949,Brick and Wood,212144,4
2842,1974,Wood,234121,3
2843,2005,Wood,172384,4
2844,1950,Brick,105305,4
2845,1998,Wood,263146,4
2846,1991,Wood,98939,3
2847,1969,Wood,495793,4
2848,1975,Brick and Wood,48545,4
2849,1996,Brick,487077,4
2850,1943,Brick,62456,3
2851,2008,Brick and Wood,208716,4
2852,1930,Brick,473803,4
2853,1986,Brick and Wood,402712,4
2854,2009,Wood,184790,3
2855,2003,Brick,32226,4
2856,1972,Brick and Wood,117183,3
2857,1933,Brick,142527,3
2858,1988,Brick,457538,3
2859,1992,Brick,307474,3
2860,1968,Brick,375850,3
2861,1983,Wood,220147,4
2862,1998,Wood,134372,4
2863,1969,Brick and Wood,152154,4
2864,2016,Brick,388822,4
2865,1963,Brick,442879,4
2866,1938,Wood,416707,4
2867,1984,Wood,180953,3
2868,1932,Brick,253575,4
2869,1954,Wood,400989,4
2870,2009,Brick and Wood,225388,4
2871,1931,Brick and Wood,36757,3
2872,1931,Brick,457835,3
2873,2012,Brick and Wood,385487,3
2874,1988,Brick,379424,4
2875,1964,Brick,205979,4
2876,1932,Brick and Wood,202208,3
2877,1971,Wood,278250,4
2878,1993,Brick and Wood,288585,4
2879,1941,Brick,115644,4
2880,1958,Brick and Wood,413994,3
2881,1990,Brick and Wood,469119,3
2882,1972,Wood,324386,3
2883,1999,Brick and Wood,296012,4
2884,2004,Brick and Wood,285614,4
2885,1972,Wood,284903,4
2886,1954,Wood,256539,4
2887,1970,Wood,206362,3
2888,2000,Wood,93091,4
2889,1955,Brick and Wood,76103,4
2890,1995,Wood,231264,4
2891,1955,Wood,433194,4
2892,1932,Brick,273230,4
2893,2010,Wood,182347,3
2894,1938,Brick,266693,3
2895,1968,Brick,358072,3
2896,1986,Brick,112607,3
2897,1943,Brick and Wood,411054,3
2898,1974,Brick and Wood,168390,3
2899,1992,Brick,251970,3
2900,2005,Wood,420765,4
2901,1944,Wood,256974,4
2902,1978,Brick and Wood,153460,3
2903,1963,Brick and Wood,223086,4
2904,1982,Wood,99209,3
2905,1992,Brick,96125,4
2906,1989,Brick and Wood,347761,4
2907,1977,Brick,391627,4
2908,1987,Brick and Wood,362245,3
2909,1946,Brick,67875,4
2910,1982,Wood,285660,3
2911,2006,Brick and Wood,419073,3
2912,1955,Wood,304382,4
2913,1962,Brick,31217,4
2914,1960,Brick,108900,4
2915,2015,Wood,162456,4
2916,1949,Brick,55144,3
2917,2003,Brick and Wood,167885,4
2918,1989,Brick,402428,3
2919,1932,Brick,437092,3
2920,2013,Wood,206522,3
2921,1939,Brick and Wood,431690,3
2922,2016,Brick and Wood,258136,3
2923,1936,Wood,241780,4
2924,1977,Wood,393862,4
2925,1951,Brick and Wood,116764,3
2926,1957,Brick and Wood,113925,3
2927,1951,Wood,145068,4
2928,2011,Brick,33279,3
2929,1968,Brick,333619,3
2930,1995,Wood,72262,4
2931,2005,Brick and Wood,393935,4
2932,1990,Wood,344937,4
2933,1990,Wood,379436,4
2934,1952,Brick,279824,3
2935,1967,Brick and Wood,408799,3
2936,1982,Brick,115995,3
2937,1973,Brick,472909,4
2938,1946,Brick,167465,4
2939,1935,Brick and Wood,333247,4
2940,1956,Brick,345009,3
2941,1995,Brick and Wood,487938,3
2942,1932,Brick and Wood,492115,3
2943,1986,Brick,155281,3
2944,1932,Brick,307735,4
2945,1971,Brick,39323,4
2946,1975,Brick and Wood,463247,3
2947,2010,Brick,136535,4
2948,1935,Wood,394830,4
2949,1954,Wood,241612,4
2950,1979,Wood,93016,3
2951,2014,Brick and Wood,332494,4
2952,1963,Brick and Wood,62417,3
2953,2002,Brick,463706,3
2954,1937,Wood,162934,4
2955,1988,Brick,192238,4
2956,1981,Brick,58796,4
2957,1953,Brick,373926,4
2958,1930,Brick,258741,4
2959,1973,Brick and Wood,450318,3
2960,1984,Brick and Wood,352045,4
2961,1984,Brick,207442,4
2962,1968,Brick and Wood,33467,3
2963,1959,Wood,351340,4
2964,1953,Brick,79782,3
2965,1964,Brick,172785,3
2966,1965,Wood,358595,4
2967,1987,Brick,128796,4
2968,2013,Brick,196430,3
2969,1978,Brick and Wood,303887,3
2970,1965,Brick,424250,3
2971,1950,Brick and Wood,40352,4
2972,2016,Wood,53551,4
2973,2002,Wood,83736,4
2974,1931,Brick and Wood,47336,3
2975,1969,Brick,226140,4
2976,2002,Wood,430244,3
2977,1956,Wood,480987,3
2978,2013,Wood,91737,4
2979,1941,Brick and Wood,351117,3
2980,1974,Wood,48525,4
2981,1972,Brick,319995,4
2982,1968,Brick and Wood,307081,3
2983,1995,Brick,127608,3
2984,2006,Wood,241335,4
2985,1941,Brick and Wood,297848,3
2986,1951,Brick,248348,4
2987,1961,Wood,347991,3
2988,1974,Wood,329904,3
2989,1949,Brick and Wood,108136,4
2990,1971,Wood,151190,3
2991,1930,Brick and Wood,275618,4
2992,1992,Wood,257666,4
2993,1998,Wood,287703,4
2994,1945,Brick,332059,3
2995,1964,Wood,344539,3
2996,1989,Wood,214525,3
2997,1992,Wood,387879,4
2998,1945,Brick,407684,4
2999,1961,Brick and Wood,50538,4
3000,1936,Brick,300290,3
3001,2007,Brick,347124,4
3002,1989,Brick,402238,3
3003,2000,Wood,200116,3
3004,1956,Brick,409675,4
3005,1970,Brick and Wood,324721,3
3006,1975,Brick,187290,3
3007,1990,Wood,271286,3
3008,1935,Wood,72965,4
3009,1982,Brick and Wood,383371,3
3010,2014,Brick,214047,4
3011,1942,Brick and Wood,246269,3
3012,1949,Wood,141733,3
3013,1957,Brick and Wood,378061,3
3014,1984,Wood,459853,4
3015,2008,Brick,36823,4
3016,1976,Brick,356033,3
3017,2010,Brick,323575,4
3018,1935,Brick,393645,4
3019,2006,Wood,125700,3
3020,1976,Brick,394684,3
3021,1930,Brick,243427,3
3022,2004,Brick and Wood,459193,3
3023,1974,Brick,349034,4
3024,1952,Brick,195419,3
3025,1954,Brick and Wood,213294,4
3026,1994,Brick,345266,4
3027,2009,Wood,363397,4
3028,1985,Brick and Wood,420518,4
3029,2005,Wood,372725,4
3030,1994,Brick and Wood,63037,3
3031,1951,Brick,76513,3
3032,1975,Wood,125889,4
3033,1964,Wood,352546,4
3034,1955,Wood,68613,3
3035,1948,Brick and Wood,480776,4
3036,1947,Brick and Wood,253461,4
3037,1932,Wood,231988,3
3038,1957,Wood,285294,3
3039,1955,Brick,461460,4
3040,1977,Brick and Wood,39018,4
3041,1930,Brick,194673,3
3042,1979,Wood,370670,4
3043,1936,Brick,464223,4
3044,1941,Brick and Wood,466533,3
3045,1983,Brick,84307,3
3046,1947,Brick and Wood,373437,3
3047,1953,Brick and Wood,279717,4
3048,1999,Wood,278263,3
3049,2010,Brick and Wood,61273,4
3050,1990,Wood,286541,4
3051,1994,Brick and Wood,74146,3
3052,1956,Brick,54137,3
3053,1970,Brick,37296,3
3054,1988,Wood,322898,3
3055,2010,Brick,93230,3
3056,1932,Brick,71804,4
3057,2015,Brick and Wood,183734,3
3058,1960,Brick,408107,3
3059,2009,Brick,135777,3
3060,1973,Brick and Wood,47172,3
3061,2004,Wood,111281,3
3062,1973,Brick and Wood,467368,4
3063,1996,Brick,212491,4
3064,1999,Wood,378228,4
3065,1942,Brick,108185,4
3066,1967,Brick and Wood,102687,4
3067,1989,Brick,392740,4
3068,1943,Wood,486417,4
3069,2016,Wood,418647,3
3070,1967,Wood,363123,4
3071,1994,Brick and Wood,324686,4
3072,2015,Brick and Wood,59758,4
3073,1974,Brick,318944,4
3074,1948,Wood,62531,3
3075,1939,Wood,316008,3
3076,2016,Brick and Wood,39637,3
3077,2007,Brick and Wood,406772,3
3078,1989,Brick and Wood,166790,4
3079,1931,Brick and Wood,402014,4
3080,2013,Brick and Wood,55243,4
3081,2003,Brick,127080,4
3082,2007,Brick and Wood,396767,3
3083,1941,Brick,410527,4
3084,2005,Brick,160887,4
3085,1974,Brick,104957,4
3086,1986,Brick,178793,4
3087,2009,Brick,266543,3
3088,1958,Wood,443677,4
3089,1989,Wood,51053,4
3090,1966,Brick and Wood,322739,4
3091,2002,Wood,70365,4
3092,2003,Brick and Wood,422882,4
3093,1935,Wood,152715,3
3094,1949,Brick and Wood,47168,3
3095,1937,Wood,262105,3
3096,2013,Brick and Wood,431467,4
3097,1939,Brick,234319,3
3098,2012,Wood,303235,3
3099,1940,Wood,336063,4
3100,1931,Wood,194524,4
3101,1969,Brick,411747,4
3102,1950,Brick,341920,3
3103,1934,Brick,168471,3
3104,1963,Brick,492438,4
3105,1969,Brick,431054,3
3106,1956,Wood,326021,4
3107,1958,Brick,300304,4
3108,1990,Brick and Wood,113083,4
3109,1998,Wood,348589,4
3110,1998,Brick,419248,3
3111,2001,Brick,405695,3
3112,1999,Wood,344734,3
3113,1974,Brick and Wood,125247,3
3114,2011,Wood,314710,4
3115,1999,Brick,387716,3
3116,1933,Wood,141527,4
3117,1996,Brick and Wood,91270,4
3118,2007,Wood,457011,4
3119,1963,Brick,373050,3
3120,2007,Wood,102186,4
3121,2003,Brick and Wood,448081,4
3122,1953,Brick and Wood,467882,4
3123,1943,Wood,465057,4
3124,1945,Brick and Wood,339471,3
3125,1955,Wood,74476,3
3126,2003,Wood,421932,4
3127,1992,Brick and Wood,377212,3
3128,1952,Wood,491614,4
3129,2015,Brick,375110,4
3130,1951,Brick and Wood,224298,3
3131,1973,Brick and Wood,359532,3
3132,1979,Brick,270893,3
3133,1998,Wood,40898,3
3134,1960,Wood,55897,3
3135,1962,Wood,44637,3
3136,1933,Wood,481933,3
3137,1991,Brick and Wood,297923,3
3138,1952,Wood,243258,3
3139,1977,Wood,431774,4
3140,2015,Brick and Wood,225485,4
3141,2010,Wood,311009,3
3142,1990,Wood,142951,3
3143,1931,Brick,429895,3
3144,1994,Wood,83081,4
3145,1983,Brick,223374,4
3146,2016,Wood,144214,3
3147,1946,Brick,111664,4
3148,1989,Brick,251098,3
3149,1939,Brick,188021,3
3150,1975,Brick,423263,3
3151,1956,Brick,435819,3
3152,1993,Brick and Wood,354433,4
3153,2002,Brick,335333,3
3154,1962,Brick,468017,3
3155,1963,Brick and Wood,37808,4
3156,1945,Brick and Wood,305610,3
3157,1973,Brick,39549,4
3158,1952,Wood,341626,4
3159,2002,Brick,226246,3
3160,1974,Brick,278474,4
3161,1973,Wood,108931,4
3162,1945,Brick,326098,3
3163,1981,Wood,121787,3
3164,1954,Wood,282479,4
3165,2011,Brick and Wood,400268,4
3166,2008,Brick and Wood,463633,4
3167,1951,Brick and Wood,232009,3
3168,2011,Brick,422129,3
3169,1973,Brick and Wood,414901,4
3170,1938,Brick,86656,4
3171,1953,Wood,115541,3
3172,1970,Brick and Wood,216430,3
3173,1982,Brick,358578,3
3174,1934,Brick,435437,4
3175,1997,Brick and Wood,33662,3
3176,2006,Wood,58667,4
3177,1998,Brick and Wood,389373,3
3178,1970,Wood,444407,4
3179,1981,Wood,410222,3
3180,1963,Brick,453108,3
3181,1948,Brick,31382,4
3182,1947,Wood,293427,4
3183,2007,Brick,474854,4
3184,2006,Brick,498109,3
3185,1956,Brick and Wood,480825,4
3186,1944,Wood,492984,4
3187,1943,Brick and Wood,302840,3
3188,2014,Wood,471470,4
3189,1975,Wood,269445,3
3190,2000,Wood,103187,3
3191,1951,Brick and Wood,344730,4
3192,2006,Brick,302240,4
3193,1936,Brick and Wood,408769,3
3194,2015,Wood,421567,4
3195,1981,Brick and Wood,110245,4
3196,1946,Brick,497826,4
3197,1993,Brick,386567,4
3198,2005,Brick and Wood,154131,3
3199,1977,Brick,204823,4
3200,1930,Brick and Wood,260638,3
3201,1936,Brick,207841,4
3202,1946,Wood,221436,3
3203,1959,Wood,304064,4
3204,1960,Brick and Wood,497341,3
3205,1988,Brick and Wood,236435,3
3206,1944,Brick and Wood,285454,4
3207,2003,Brick,383861,3
3208,1999,Brick,88869,4
3209,1945,Brick and Wood,470961,3
3210,1994,Brick and Wood,340274,3
3211,2008,Brick and Wood,31413,4
3212,1952,Brick,127793,4
3213,1998,Brick and Wood,410615,3
3214,2004,Brick and Wood,266829,3
3215,1989,Brick,33255,3
3216,1935,Brick,236680,4
3217,1943,Wood,70317,3
3218,1965,Brick and Wood,156784,3
3219,1993,Wood,76207,4
3220,1976,Brick,440417,3
3221,2004,Wood,226204,4
3222,2001,Brick and Wood,42399,3
3223,1932,Brick,460906,3
3224,1986,Wood,72770,4
3225,1958,Wood,363686,4
3226,1996,Brick and Wood,88814,3
3227,1999,Brick,405761,3
3228,1959,Wood,299751,3
3229,1985,Brick,351166,3
3230,1945,Brick,57441,3
3231,1981,Brick and Wood,456780,4
3232,1994,Wood,375414,3
3233,1971,Brick and Wood,261650,3
3234,1954,Brick,263475,3
3235,1989,Brick,441634,4
3236,1939,Wood,328283,3
3237,1958,Brick and Wood,60557,4
3238,1990,Brick,84351,4
3239,1983,Brick and Wood,254969,4
3240,1953,Brick and Wood,73648,4
3241,1972,Brick and Wood,356396,3
3242,1946,Wood,160518,3
3243,1942,Brick,459263,3
3244,1943,Brick and Wood,191820,4
3245,1945,Brick,490128,4
3246,1984,Wood,484910,3
3247,1951,Brick and Wood,131347,3
3248,1951,Brick and Wood,472182,3
3249,1961,Brick,262350,3
3250,2016,Brick,468925,4
3251,2010,Wood,400852,4
3252,1936,Wood,292273,3
3253,2000,Brick,300655,3
3254,1955,Brick and Wood,429078,4
3255,1985,Brick and Wood,382968,4
3256,1935,Brick,464469,4
3257,1954,Brick and Wood,366335,4
3258,1945,Brick and Wood,373863,4
3259,1968,Brick,250225,3
3260,1998,Wood,59890,4
3261,1951,Brick,120876,3
3262,1966,Wood,145710,3
3263,2003,Brick and Wood,445621,3
3264,1950,Brick and Wood,85538,3
3265,1987,Brick and Wood,209654,4
3266,1958,Brick,358274,3
3267,1978,Wood,361770,3
3268,1954,Wood,100627,4
3269,1997,Wood,135315,4
3270,1968,Wood,315660,3
3271,2008,Wood,117387,4
3272,1989,Brick and Wood,311123,4
3273,1947,Brick and Wood,320782,3
3274,1993,Brick and Wood,412773,4
3275,1955,Brick and Wood,297711,4
3276,1991,Wood,95388,3
3277,1985,Brick,52787,4
3278,2014,Brick and Wood,140994,4
3279,1958,Brick and Wood,219974,4
3280,1945,Wood,38717,4
3281,1963,Brick,432928,3
3282,2002,Wood,373935,4
3283,1997,Brick,123125,3
3284,2009,Wood,151900,3
3285,1977,Brick and Wood,160801,4
3286,2009,Brick and Wood,324879,3
3287,1930,Wood,275774,4
3288,1977,Brick and Wood,177335,4
3289,1938,Brick,58163,3
3290,1956,Brick and Wood,322512,4
3291,1945,Brick,446535,3
3292,1953,Brick,348442,3
3293,1949,Brick and Wood,475053,3
3294,2000,Brick and Wood,297690,4
3295,1990,Wood,400734,4
3296,1977,Wood,145199,4
3297,1936,Brick and Wood,157438,4
3298,1990,Brick and Wood,285338,3
3299,1967,Brick,291694,3
3300,1946,Brick and Wood,49758,4
3301,2006,Brick,58140,3
3302,1948,Wood,329043,3
3303,2008,Wood,37973,4
3304,1937,Brick and Wood,160634,4
3305,1937,Wood,196081,3
3306,2014,Brick,254256,3
3307,1983,Brick and Wood,433204,4
3308,1967,Brick and Wood,143659,3
3309,1932,Wood,239542,3
3310,1933,Brick,208141,3
3311,1956,Wood,287448,3
3312,2012,Wood,462498,3
3313,1972,Brick,339726,4
3314,1972,Brick and Wood,88479,3
3315,1997,Brick,63169,3
3316,1993,Wood,270183,3
3317,1936,Brick,317703,3
3318,1993,Wood,344125,3
3319,2004,Brick,258534,3
3320,1960,Wood,35591,4
3321,1948,Brick,404878,3
3322,1962,Brick and Wood,110854,3
3323,1993,Wood,461027,4
3324,2016,Wood,131634,3
3325,2015,Brick,278840,4
3326,2010,Wood,130048,3
3327,1942,Brick,303576,4
3328,2014,Wood,216518,4
3329,1945,Brick and Wood,412426,4
3330,1984,Wood,35977,4
3331,1977,Wood,351296,3
3332,1940,Wood,396417,4
3333,2013,Wood,445407,3
3334,1933,Wood,393984,3
3335,1941,Wood,474398,4
