reportno,date,description,street ,zipcode
4315,2014-07-11,Everyone's fault,6137 NOBLESTOWN RD,60236
4316,2015-07-17,Customer's fault,6138 POPLAR ST,60355
4317,2015-08-07,Not Customer's fault,6139 GREENTREE RD,60974
4318,2016-03-13,Not Customer's fault,6140 UNIVERSITY BL,61395
4319,2015-10-23,Not Customer's fault,6141 OHIO RIVER BL,60779
4320,2016-04-22,Everyone's fault,6142 BEAVER GRADE RD,62298
4321,2016-11-15,Everyone's fault,6143 W EIGHTH AV,60662
4322,2015-05-24,Customer's fault,6144 BURCHFIELD RD,61852
4323,2016-08-11,Everyone's fault,6145 CAROTHERS AV,60514
4324,2016-01-24,Not Customer's fault,6146 WEXFORD RD,60808
4325,2015-07-30,Not Customer's fault,6147 MCMURRAY RD,62324
4326,2015-05-08,Not Customer's fault,6148 VERONA RD,60940
4327,2016-08-01,Not Customer's fault,6149 SAYLONG DR,61941
4328,2016-12-20,Not Customer's fault,6150 STOTLER RD,60683
4329,2015-01-05,Not Customer's fault,6151 GREENTREE RD,62198
4330,2016-12-16,Not Customer's fault,6152 HULTON RD,60384
4331,2015-01-16,Not Customer's fault,6153 BLACKADORE AV,61570
4332,2015-03-09,Not Customer's fault,6154 COAL HOLLOW RD,60963
4333,2016-12-02,Not Customer's fault,6155 THIRD ST,62094
4334,2014-11-17,Not Customer's fault,6156 TYLER RD,60508
4335,2016-09-08,Customer's fault,6157 KEY DR,62480
4336,2015-08-20,Not Customer's fault,6158 RODI RD,62081
4337,2015-05-08,Everyone's fault,6159 FRANKSTOWN RD,61356
4338,2014-05-22,Everyone's fault,6160 BEULAH RD,62342
4339,2015-12-31,Not Customer's fault,6161 ALLENGHENY RIVER BL,61604
4340,2014-12-19,Customer's fault,6162 NASH AV,62232
4341,2015-04-01,Everyone's fault,6163 HULTON RD,62035
4342,2014-10-13,Everyone's fault,6164 STOTLER RD,61101
4343,2015-01-01,Everyone's fault,6165 FREEPORT RD,62253
4344,2014-12-06,Not Customer's fault,6166 SALTSBURG RD,62509
4345,2016-07-23,Everyone's fault,6167 WILLIAM FLYNN HW,61486
4346,2014-08-23,Everyone's fault,6168 LOTT RD,61377
4347,2014-10-11,Customer's fault,6169 HULTON RD,62173
4348,2015-08-28,Not Customer's fault,6170 PLEASANTVUE DR,60545
4349,2015-06-18,Everyone's fault,6171 HAYDEN BL,62303
4350,2016-10-24,Everyone's fault,6172 ROBERTS ST,60228
4351,2014-12-28,Everyone's fault,6173 FORSYTHE RD,60245
4352,2015-06-07,Everyone's fault,6174 NORTH STATE ST,60436
4353,2014-04-21,Everyone's fault,6175 GREENTREE RD,62224
4354,2015-01-18,Not Customer's fault,6176 CLAIRTON BL,60561
4355,2016-06-17,Not Customer's fault,6177 GREENTREE RD,60118
4356,2014-04-16,Everyone's fault,6178 ROBINWOOD DR,62571
4357,2016-11-18,Everyone's fault,6179 WILLIAM PENN HW,61297
4358,2014-11-12,Not Customer's fault,6180 RT-8 HW,60651
4359,2016-05-28,Everyone's fault,6181 STREETS RUN RD,61675
4360,2016-01-26,Not Customer's fault,6182 EAST OHIO ST,61759
4361,2014-05-05,Customer's fault,6183 PERRY HW,60730
4362,2016-06-17,Not Customer's fault,6184 STATE ST,60848
4363,2015-07-29,Customer's fault,6185 CEDAR ST,61755
4364,2015-04-01,Not Customer's fault,6186 VILLAGE CLUB DR,61496
4365,2016-12-30,Not Customer's fault,6187 RT.8 EX,61234
4366,2014-08-20,Not Customer's fault,6188 SEVENTH AV,60512
4367,2014-12-20,Everyone's fault,6189 PERRY HW,60817
4368,2015-10-03,Customer's fault,6190 FORSYTHE RD,61151
4369,2015-07-03,Not Customer's fault,6191 CRAFTON BL/DINSMORE AV,60180
4370,2015-01-23,Everyone's fault,6192 EVERGREEN DR,61236
4371,2016-08-30,Everyone's fault,6193 CHURCHILL RD,61212
4372,2015-04-06,Everyone's fault,6194 MCGOVERN RD,60495
4373,2016-04-18,Customer's fault,6195 SAW MILL RUN BL,62346
4374,2014-10-22,Customer's fault,6196 PILLOW AV,61309
4375,2014-12-12,Customer's fault,6197 PEEBLES RD,62147
4376,2015-10-14,Everyone's fault,6198 LINDSAY RD,61352
4377,2015-06-14,Customer's fault,6199 LIME HOLLOW RD,62594
4378,2016-03-13,Not Customer's fault,6200 WILLIAM FLYNN HW,62039
4379,2014-05-22,Not Customer's fault,6201 EAST OHIO ST,62041
4380,2016-07-23,Customer's fault,6202 CARO ST,60575
4381,2014-09-07,Customer's fault,6203 TARENTUM BR,62084
4382,2014-12-26,Customer's fault,6204 ANN ST,60493
4383,2016-11-17,Not Customer's fault,6205 WEXFORD BAYNE RD,61077
4384,2014-12-26,Not Customer's fault,6206 SUTHERLAND DR,62466
4385,2016-10-29,Customer's fault,6207 FREEPORT ROAD RD,60226
4386,2016-03-18,Everyone's fault,6208 LITTLE DEER CREEK RD,62178
4387,2015-06-12,Customer's fault,6209 LITTLE DEER CREEK RD,60429
4388,2014-12-18,Not Customer's fault,6210 7 TH ST,60325
4389,2016-07-07,Everyone's fault,6211 HAYDEN BL,60537
4390,2015-12-25,Not Customer's fault,6212 GIBSONIA RD,61332
4391,2016-08-08,Everyone's fault,6213 WHITE PINE DR,61268
4392,2016-05-28,Everyone's fault,6214 BELLEFIELD ST,62169
4393,2015-06-09,Everyone's fault,6215 CLAIRTON RD,60814
4394,2015-02-14,Customer's fault,6216 WEXFORD RD,61542
4395,2014-12-15,Not Customer's fault,6217 MT ROYAL BL,61230
4396,2014-07-23,Everyone's fault,6218 CRAFTON BL,60215
4397,2014-07-16,Customer's fault,6219 WASHINGTON PK,61884
4398,2015-02-05,Not Customer's fault,6220 MAPLE SPRINGS DR,62382
4399,2015-03-12,Customer's fault,6221 BABCOCK BL,60825
4400,2016-02-01,Everyone's fault,6222 EAST WATERFRONT DR,60737
4401,2015-02-19,Customer's fault,6223 CLAIRTON BLVD. BL,61243
4402,2016-05-18,Customer's fault,6224 OLD WILLIAM PENN HW,61804
4403,2015-03-10,Customer's fault,6225 FAIRVIEW RD,62154
4404,2015-06-26,Everyone's fault,6226 WILLIAM FLYNN HW,62309
4405,2015-03-23,Not Customer's fault,6227 BROAD ST,60133
4406,2014-07-14,Customer's fault,6228 EAST STEUBEN ST,62394
4407,2016-06-05,Customer's fault,6229 SQUAW RUN RD,62016
4408,2016-11-03,Customer's fault,6230 TARENTUM BR,61449
4409,2015-12-14,Everyone's fault,6231 5TH AVE. AV,62524
4410,2016-11-20,Everyone's fault,6232 HARTS RUN RD,61439
4411,2016-11-03,Not Customer's fault,6233 MCCULLY RD,61213
4412,2014-05-20,Customer's fault,6234 CLAIRTON BL,62369
4413,2014-06-15,Not Customer's fault,6235 CLAIRTON BL,61639
4414,2014-07-19,Customer's fault,6236 CLAIRTON BL,61049
4415,2015-03-29,Everyone's fault,6237 MAPLE STREET ET,60619
4416,2016-08-15,Everyone's fault,6238 MT ROYAL BL,60722
4417,2016-09-13,Customer's fault,6239 MARZOLF RD ET,60802
4418,2015-08-01,Everyone's fault,6240 FIELDCREST DR,62161
4419,2014-08-25,Not Customer's fault,6241 MANSFIELD AV,60295
4420,2016-03-29,Everyone's fault,6242 HOOKSTOWN GRADE RD,61089
4421,2016-04-16,Not Customer's fault,6243 MONTOUR RUN EX,61890
4422,2015-02-15,Not Customer's fault,6244 PROSPECT RD,62151
4423,2016-09-10,Customer's fault,6245 GLASS RUN RD,62590
4424,2016-02-20,Everyone's fault,6246 BOWER HILL RD,61817
4425,2015-01-23,Not Customer's fault,6247 LESNETT RD,60723
4426,2016-05-17,Customer's fault,6248 FORSYTHE RD,61644
4427,2016-07-08,Everyone's fault,6249 BOYCE RD,61653
4428,2015-09-06,Customer's fault,6250 SUPERIOR ST,60331
4429,2014-08-14,Everyone's fault,6251 EAST WATERFRONT DR,61781
4430,2016-07-05,Everyone's fault,6252 WASHINGTON AV,61286
4431,2014-08-29,Not Customer's fault,6253 GIBSONIA RD,60772
4432,2016-09-13,Everyone's fault,6254 SOUTH NEGLEY AVE AV,60421
4433,2016-05-08,Not Customer's fault,6255 EAST WATERFRONT DR,61743
4434,2015-02-12,Everyone's fault,6256 WATERWORKS RD,60574
4435,2014-09-23,Everyone's fault,6257 PITTSBURGH-MCKEESPORT BL,61851
4436,2016-07-05,Everyone's fault,6258 SAW MILL RUN BL,60969
4437,2014-10-12,Everyone's fault,6259 EAST WATERFRONT DR,60157
4438,2014-07-08,Everyone's fault,6260 UNIVERSITY BL,62012
4439,2015-12-23,Not Customer's fault,6261 CLAIRTON BL,61638
4440,2014-06-09,Customer's fault,6262 LINCOLN AV,61434
4441,2016-02-28,Customer's fault,6263 CLAIRTON BL,61599
4442,2016-04-21,Everyone's fault,6264 HOMESTEAD_DUQUESNE RD,61229
4443,2014-11-26,Everyone's fault,6265 GREENTREE RD,61687
4444,2015-12-21,Not Customer's fault,6266 PERRY HW,61323
4445,2016-05-09,Customer's fault,6267 CLAIRTON BL,61005
4446,2015-12-24,Not Customer's fault,6268 WASHINGTON PK,60309
4447,2014-06-29,Not Customer's fault,6269 THORN RUN RD,60948
4448,2014-05-26,Not Customer's fault,6270 MONROEVILLE BL,60371
4449,2016-01-28,Customer's fault,6271 CHURCH RD,61453
4450,2016-02-29,Everyone's fault,6272 GARDENVILLE RD,62458
4451,2015-03-14,Not Customer's fault,6273 WILLIAM FLYNN HW,61746
4452,2014-08-26,Everyone's fault,6274 BRODHEAD RD,61149
4453,2015-09-01,Not Customer's fault,6275 WM. FLYNN HW,61094
4454,2016-01-06,Everyone's fault,6276 WEST MAIN ST,62046
4455,2016-12-03,Not Customer's fault,6277 HOMESTEAD GRAYS BRIDGE BR,62065
4456,2015-01-19,Customer's fault,6278 MCLAUGHLIN RUN RD,60294
4457,2015-03-07,Everyone's fault,6279 GREENTREE RD,61886
4458,2015-04-11,Not Customer's fault,6280 WEST MANILLA AV,60259
4459,2015-09-19,Everyone's fault,6281 WASHINGTON AV,61935
4460,2016-02-23,Not Customer's fault,6282 LINCOLN HW,61163
4461,2014-06-23,Customer's fault,6283 MZCONKEY RD,60408
4462,2015-11-14,Not Customer's fault,6284 MADISON AV,60812
4463,2016-01-14,Everyone's fault,6285 RANKIN BL,60335
4464,2015-12-22,Everyone's fault,6286 BABCOCK BL,60991
4465,2014-04-11,Not Customer's fault,6287 BABCOCK BL,60923
4466,2016-06-17,Not Customer's fault,6288 LINCOLN HW,60230
4467,2015-07-08,Everyone's fault,6289 VIRGINIA AV,60432
4468,2014-08-02,Customer's fault,6290 WILLIAM FLYNN HW,62088
4469,2016-11-11,Not Customer's fault,6291 MALL BL,60697
4470,2015-10-25,Everyone's fault,6292 PINE HOLLOW RD,61115
4471,2014-12-19,Everyone's fault,6293 EAST WATERFRONT DR,62064
4472,2016-05-23,Customer's fault,6294 FREEPORT RD,60499
4473,2015-11-07,Everyone's fault,6295 POPLAR ST,62511
4474,2016-11-22,Not Customer's fault,6296 ROSS ST,61728
4475,2016-04-07,Everyone's fault,6297 WEXFORD BAYNE RD,61896
4476,2016-12-10,Customer's fault,6298 SUMMIT PARK DR,61195
4477,2015-08-16,Everyone's fault,6299 FAIRVIEW ROAD RD,61181
4478,2016-06-24,Customer's fault,6300 EAST STEUBEN ST,61417
4479,2014-07-10,Everyone's fault,6301 SAXONBURG BL,62354
4480,2015-09-01,Customer's fault,6302 WASHINGTON PK,60697
4481,2015-11-04,Not Customer's fault,6303 FAIRVIEW RD,62256
4482,2016-04-29,Not Customer's fault,6304 8TH AV,60835
4483,2016-10-02,Customer's fault,6305 BALDWICK RD,60908
4484,2015-08-22,Everyone's fault,6306 MONTOUR RUN RD,61020
4485,2015-11-05,Customer's fault,6307 GREENTREE RD,62504
4486,2016-02-21,Everyone's fault,6308 MALL CIRCLE DR,61086
4487,2016-07-03,Everyone's fault,6309 MALL BL,61783
4488,2015-03-16,Everyone's fault,6310 SCENERY DR,60857
4489,2015-11-16,Customer's fault,6311 PERRY HW,62563
4490,2014-07-05,Not Customer's fault,6312 OHIO ST,62305
4491,2014-05-08,Everyone's fault,6313 JAMES ST,61399
4492,2015-10-26,Customer's fault,6314 GOLDEN MILE HW,60273
4493,2015-06-23,Not Customer's fault,6315 CLAIRTON BL,62577
4494,2015-05-24,Everyone's fault,6316 BOYCE RD,61524
4495,2015-03-13,Everyone's fault,6317 WASHINGTON PK,62104
4496,2014-05-20,Everyone's fault,6318 HOMESTEAD GRAY'S BR,61069
4497,2015-04-11,Not Customer's fault,6319 PITTSBURGH ST,62239
4498,2014-04-28,Not Customer's fault,6320 HOOKSTOWN GRADE RD,61978
4499,2014-05-04,Not Customer's fault,6321 MCKEESPORT RD,61274
4500,2016-06-13,Not Customer's fault,6322 EAST EIGHTH AV,62374
4501,2016-11-30,Everyone's fault,6323 WASHINGTON AV,61238
4502,2016-02-27,Customer's fault,6324 OLD WASHINGTON PK,60427
4503,2016-05-06,Everyone's fault,6325 CHESTNUT ST/FORSYTHE RD,60439
4504,2015-09-24,Everyone's fault,6326 MILLGROVE RD,61606
4505,2016-10-09,Customer's fault,6327 SOUTH HILLS VILLAGE WY,62064
4506,2016-06-09,Everyone's fault,6328 TOPNIK DR,62226
4507,2016-11-27,Customer's fault,6329 THORN RUN RD,62240
4508,2014-11-24,Not Customer's fault,6330 SPRUCE ST,60742
4509,2015-12-13,Not Customer's fault,6331 GREENTREE RD,61706
4510,2015-09-15,Customer's fault,6332 SHERATON DR,62190
4511,2014-07-03,Not Customer's fault,6333 GIBSONIA RD,62384
4512,2014-08-07,Not Customer's fault,6334 WASHINGTON PK,60283
4513,2015-12-10,Not Customer's fault,6335 STROSCHEIN RD,61304
4514,2015-11-05,Everyone's fault,6336 MIDDLE RD,60512
4515,2016-06-28,Customer's fault,6337 GREENTREE RD,61035
4516,2015-12-03,Customer's fault,6338 HORNING RD,60172
4517,2015-12-09,Customer's fault,6339 WASHINGTON AV,61187
4518,2016-07-28,Customer's fault,6340 HAYDEN BL,60320
4519,2015-01-17,Not Customer's fault,6341 BROWNSVILLE RD,61476
4520,2014-05-07,Everyone's fault,6342 ROUTE 51 HW,60933
4521,2016-07-13,Customer's fault,6343 BRAUN ST,61237
4522,2015-05-09,Not Customer's fault,6344 COAL VALLEY RD,61236
4523,2016-02-13,Not Customer's fault,6345 RODI RD,60458
4524,2016-03-22,Everyone's fault,6346 PA RT #51 HW,60458
4525,2016-05-17,Customer's fault,6347 GREENTREE RD,61668
4526,2014-10-22,Customer's fault,6348 PERRY HW,60751
4527,2015-02-02,Everyone's fault,6349 MCCOY RD,60445
4528,2016-10-19,Not Customer's fault,6350 GREENTREE RD,61498
4529,2016-12-05,Not Customer's fault,6351 PERRY HW,60550
4530,2014-07-03,Customer's fault,6352 CLAIRTON BL,60943
4531,2015-01-31,Customer's fault,6353 BENWOOD AV,62116
4532,2016-12-24,Everyone's fault,6354 MT ROYAL BL,62049
4533,2016-01-21,Not Customer's fault,6355 FOX CHAPEL RD,62149
4534,2015-08-11,Not Customer's fault,6356 WILLIAM FLYNN HW,61546
4535,2016-02-14,Customer's fault,6357 LYNDHURST CR,62428
4536,2014-04-28,Not Customer's fault,6358 LIBERTY AV,60603
4537,2016-05-15,Customer's fault,6359 WASHINGTON RD,60597
4538,2014-12-21,Customer's fault,6360 WEST RUN RD,60753
4539,2015-12-23,Everyone's fault,6361 EAST WILLOCK RD,62459
4540,2014-10-21,Customer's fault,6362 GREENTREE RD,61033
4541,2014-05-17,Customer's fault,6363 TENTH AV,60490
4542,2016-06-06,Not Customer's fault,6364 BROWNSVILLE RD,61671
4543,2016-04-18,Not Customer's fault,6365 EVERGREEN AV,61184
4544,2016-11-26,Not Customer's fault,6366 LYDIA ST,61094
4545,2014-11-23,Not Customer's fault,6367 WEST NEWTON RD,61321
4546,2016-02-13,Customer's fault,6368 JACOBY RD,61151
4547,2015-04-06,Not Customer's fault,6369 HAYDEN BL,60172
4548,2015-03-31,Everyone's fault,6370 UNIVERSITY BL,62581
4549,2014-09-20,Everyone's fault,6371 STATE ROUTE 51 HW,60932
4550,2015-07-24,Not Customer's fault,6372 WARRENDALE BAYNE RD,62188
4551,2015-05-09,Everyone's fault,6373 SCENERY DR,62214
4552,2015-08-31,Everyone's fault,6374 SHAFER RD,62450
4553,2016-11-07,Customer's fault,6375 WILLIAM FLYNN HW,61688
4554,2015-10-13,Not Customer's fault,6376 CARSON ST,60976
4555,2015-03-06,Customer's fault,6377 PERRY HW,61784
4556,2014-12-29,Not Customer's fault,6378 5TH AV,62604
4557,2014-11-21,Not Customer's fault,6379 WILLIAM FLYNN HW,61486
4558,2016-01-24,Customer's fault,6380 HOMESTEAD/DUQUESNE RD,61063
4559,2016-12-04,Everyone's fault,6381 BROADLEA ST,60918
4560,2015-09-26,Customer's fault,6382 SHENOT RD,60247
4561,2014-11-09,Everyone's fault,6383 WHISPERING WOODS DR,61359
4562,2016-04-05,Not Customer's fault,6384 LOVEDALE RD,60243
4563,2014-06-15,Everyone's fault,6385 SQUAW RUN RD,61840
4564,2014-06-09,Everyone's fault,6386 ELIZABETH AV,60585
4565,2014-08-14,Everyone's fault,6387 FOURTH AV,61998
4566,2014-12-09,Everyone's fault,6388 FORSYTHE RD,62272
4567,2016-09-09,Customer's fault,6389 COCHRAN RD,60721
4568,2015-06-15,Customer's fault,6390 GREENTREE RD,62213
4569,2016-03-14,Not Customer's fault,6391 SAXONBURG BL,60906
4570,2016-01-03,Not Customer's fault,6392 GREENTREE RD,61461
4571,2016-03-22,Customer's fault,6393 2100 WASHINGTON PIKE LT,62157
4572,2015-12-10,Customer's fault,6394 WILLIAM FLYNN HW,62540
4573,2014-08-24,Not Customer's fault,6395 CLAIRTON BL,60341
4574,2014-04-21,Everyone's fault,6396 WASHINGTON RD,62211
4575,2016-10-15,Not Customer's fault,6397 UNIVERSITY BL,60149
4576,2016-12-18,Customer's fault,6398 EAST WILLOCK RD,60656
4577,2015-05-09,Not Customer's fault,6399 CLAIRTON BL,62131
4578,2015-07-17,Everyone's fault,6400 RICHLAND MALL DR,60102
4579,2014-12-19,Customer's fault,6401 SAW MILL RUN BL,60982
4580,2015-03-12,Customer's fault,6402 WARRENDALE RD,61678
4581,2016-05-09,Not Customer's fault,6403 CLAIRTON BL,61881
4582,2014-08-08,Not Customer's fault,6404 ACADEMY ST,62119
4583,2016-01-07,Everyone's fault,6405 HOMESTEAD GRAY'S BR,62296
4584,2014-10-01,Everyone's fault,6406 WEXFORD BAYNE RD,61179
4585,2016-06-16,Not Customer's fault,6407 SEVENTH AV,60426
4586,2014-11-26,Customer's fault,6408 BRENTWOOD TOWNE SQUARE PARKING PZ,61487
4587,2016-07-21,Not Customer's fault,6409 ROSS ST,60951
4588,2015-02-19,Everyone's fault,6410 WEXFORD RD,60871
4589,2016-02-19,Everyone's fault,6411 GREENTREE RD,61607
4590,2016-07-28,Not Customer's fault,6412 RICHLAND MALL WY,61796
4591,2015-09-08,Customer's fault,6413 KRAMER RD,62586
4592,2016-05-16,Everyone's fault,6414 RAINBOW RUN RD,60206
4593,2014-09-19,Everyone's fault,6415 BROWNSVILLE RD,60519
4594,2015-01-10,Everyone's fault,6416 VANADIUM RD,61422
4595,2014-10-03,Not Customer's fault,6417 MALL CIRCLE DR,61038
4596,2015-12-18,Not Customer's fault,6418 ARNDT RD,60849
4597,2014-12-14,Customer's fault,6419 GOLDEN MILE HW,62002
4598,2014-07-10,Not Customer's fault,6420 CHURCH ST,60337
4599,2014-06-28,Everyone's fault,6421 GILL HALL ROAD RD,61014
4600,2014-08-22,Not Customer's fault,6422 GREEN OAK LN,61799
4601,2016-12-20,Customer's fault,6423 GREENTREE RD,60504
4602,2016-07-28,Everyone's fault,6424 RIVERVIEW AV,60227
4603,2016-08-02,Not Customer's fault,6425 PRESTLEY RD,60671
4604,2015-02-06,Everyone's fault,6426 SALEM HOLLOW RD,60577
4605,2015-04-11,Everyone's fault,6427 MOUNT ROYAL BL,60106
4606,2015-09-12,Customer's fault,6428 MALL CIRCLE BL,62057
4607,2014-09-08,Customer's fault,6429 INDIANOLA RD,60438
4608,2016-01-12,Everyone's fault,6430 WASHINGTON PK,61333
4609,2016-05-18,Customer's fault,6431 BAKERSTOWN/WARRENDALE RD,60735
4610,2015-09-10,Not Customer's fault,6432 NORTHERN PI,60368
4611,2014-12-08,Everyone's fault,6433 WILLIAM FLYNN HW,62202
4612,2014-12-07,Everyone's fault,6434 BOWER HILL RD,62468
4613,2014-11-21,Not Customer's fault,6435 LAUREL HILL DR,60431
4614,2015-08-15,Not Customer's fault,6436 MT.PLEASANT RD,60224
4615,2015-03-22,Customer's fault,6437 RAMP FROM 837 TO RT 51 SOUTH LN,62017
4616,2014-10-05,Customer's fault,6438 CLAIRTON BL,61698
4617,2015-03-11,Customer's fault,6439 PERRY HW,61235
4618,2015-04-07,Customer's fault,6440 MIDDLE RD,62049
4619,2015-10-06,Everyone's fault,6441 PERRY HW,61542
4620,2016-02-02,Not Customer's fault,6442 WARRENDALE BAYNE RD,61208
4621,2014-05-30,Not Customer's fault,6443 WATERFRONT DR,60445
4622,2014-04-10,Not Customer's fault,6444 WEST HARDIES RD,60542
4623,2016-11-22,Everyone's fault,6445 BEAVER GRADE RD,62160
4624,2016-05-07,Not Customer's fault,6446 WORTHINGTON AVE AV,62419
4625,2015-03-29,Not Customer's fault,6447 SR 0910 SH,60336
4626,2014-10-07,Everyone's fault,6448 HAYDEN BL,60214
4627,2014-06-25,Everyone's fault,6449 PERRY HW,62019
4628,2016-03-18,Not Customer's fault,6450 WILLIAM PENN HW,60742
4629,2015-06-06,Not Customer's fault,6451 PLEASANT HILL RD,60750
4630,2015-07-04,Everyone's fault,6452 FREEPORT RD,60601
4631,2015-10-18,Everyone's fault,6453 WALLACE RD,61308
4632,2016-07-21,Everyone's fault,6454 PERRY HW,61203
4633,2015-08-05,Everyone's fault,6455 PROVOST RD,60417
4634,2016-12-24,Customer's fault,6456 SR 0910 SH,61359
4635,2016-06-16,Customer's fault,6457 BENWOOD AV,62525
4636,2015-08-07,Customer's fault,6458 GREENTREE RD,60403
4637,2014-09-21,Customer's fault,6459 COMMUNITY CENTER DR,60413
4638,2016-08-16,Customer's fault,6460 SOOSE RD,61344
4639,2014-05-04,Customer's fault,6461 MOSSIDE BL,61225
4640,2016-02-13,Not Customer's fault,6462 BROADWAY AV,61261
4641,2015-01-20,Customer's fault,6463 FIFTH AV,60822
4642,2014-12-30,Customer's fault,6464 BAKERSTOWN/WARRENDALE RD,62576
4643,2016-02-27,Not Customer's fault,6465 TENTH ST,61457
4644,2014-12-04,Customer's fault,6466 FRIENDSHIP AV,61495
4645,2016-12-24,Not Customer's fault,6467 WASHINGTON BL,62156
4646,2015-02-28,Customer's fault,6468 PENN AV,62097
4647,2014-10-24,Customer's fault,6469 VERONA BL,61954
4648,2015-09-23,Not Customer's fault,6470 PENN CR,61195
4649,2015-08-04,Customer's fault,6471 BUTLER ST,62459
4650,2016-09-11,Not Customer's fault,6472 STANTON AV,61333
4651,2015-06-24,Not Customer's fault,6473 ALLIES OF THE BL,60481
4652,2016-02-13,Customer's fault,6474 NEVILLE ST,61342
4653,2016-03-09,Customer's fault,6475 NEVILLE ST,60785
4654,2014-07-22,Everyone's fault,6476 FIFTH AV,60393
4655,2015-12-27,Everyone's fault,6477 FIFTH AV,60393
4656,2014-06-19,Customer's fault,6478 DUNCAN ST,62313
4657,2014-09-18,Customer's fault,6479 TERRACE ST,61178
4658,2016-07-28,Everyone's fault,6480 LOUISA ST,61952
4659,2014-06-22,Everyone's fault,6481 EWING RD,61215
4660,2016-02-29,Customer's fault,6482 BEAVER GRADE RD,60560
4661,2014-11-19,Customer's fault,6483 BUSINESS 60 HW,62615
4662,2016-09-08,Everyone's fault,6484 MCKNIGHT RD,60344
4663,2016-10-16,Customer's fault,6485 MCKNIGHT RD,61928
4664,2014-11-16,Customer's fault,6486 EAST BARKHURST DR,62087
